intrologic, 0.870605004751, 0.290826383624, 0.154814253222, 1.34313874147, None, 84601.505295, 48368.0, 36688.7764571, 2140.0, 0.352595494613, 55.1303665948, 6.18413320274, 117, 34.6714285714, 0.70664325181, None, None, 2.03021148036
algo, 0.882409871764, 0.353095684803, 0.154221388368, 1.17936210131, None, 77948.6165327, 32123.0, 48899.5675147, 5280.5, 0.293592862936, 71.2788063994, 6.70397404704, 50, 29.3617021277, 0.977625192376, None, None, 2.44267053701
intrologic-003, 0.952221691352, 0.244014825203, 0.10658118802, 0.838625663628, 0.0144967799426, 63875.9276961, 12682.5, 35184.2031507, 3680.0, 0.233082706767, 72.8945902944, 7.86842105263, 0, 0.0, None, None, None, 2.92486583184
sustainableag-placeholder, 0.879872712808, 11.8524590164, 4.24180327869, 23.1823770492, None, 181012.275971, 174256.5, 82673.6517662, 10763.5, 0.390821256039, 116.64431449, 5.4652173913, 0, 0.0, None, None, None, 7.1847826087
algo-003, 0.906859331476, 0.336301092675, 0.167341157426, 1.29178470255, 0.0282042883894, 75911.2789969, 19419.0, 49946.2035334, 4829.0, 0.22853688029, 58.2960850402, 6.94558645707, 9, 23.7777777778, 0.895779500431, 0.905599656726, 0.686520376176, 2.50637755102
ml, 0.946508628631, 0.462521034114, 0.225791647545, 1.35765641732, None, 98077.042885, 23802.0, 57250.5167461, 4736.5, 0.30487804878, 61.8727030626, 5.51592140921, 0, 0.0, None, None, None, 2.37936681223
hci-2012-002, 0.740369051473, 0.474448103427, 0.270520795219, 1.88376631296, None, 71745.1526132, 49089.5, 40639.648057, 2276.0, 0.353020739405, 51.6885917031, 6.96348061317, 11, 88.6666666667, 0.748492886424, None, None, 2.3625498008
crypto, 0.823535194652, 0.62566414426, 0.233134760908, 1.77942360328, None, 66224.8105561, 26704.0, 48187.921407, 5487.0, 0.26726519337, 57.7585843373, 7.02486187845, 249, 28.5057471264, 1.06595570139, None, None, 2.95615275813
worldmusic-placeholder, 0.727512500687, 3.35801863659, 3.978911231, 11.4664051005, None, 75433.5450491, inf, 38795.565577, 4021.5, 0.723653395785, 77.8434380464, 2.24318994207, 30, 96.8846153846, 1.61991426029, None, None, 3.6510234648
ml-2012-002, 0.93966992665, 0.419014841901, 0.202767620277, 1.29332472933, 0.0142775593948, 114989.737982, 41612.0, 64852.9843049, 5578.5, 0.330622347949, 60.5372718053, 5.78500707214, 1, 110.0, 0.941176470588, 1.10624169987, 1.86206896552, 2.30128510233
gametheory-2012-002, 0.92366720517, 0.183181381958, 0.0833733205374, 0.690439059501, 0.014997364305, 76560.5971564, 27078.5, 49264.8085064, 6352.0, 0.241007194245, 62.6094019551, 7.12517985612, 2, 38.0, 0.812186379928, 0.909256449165, 0.820987654321, 3.07949790795
operations-placeholder, 0.747375726555, 1.24082537045, 0.304943913585, 3.66472787703, None, 60060.2162673, 10483.0, 38344.354446, 4227.0, 0.27974568574, 87.5621958637, 10.4695731153, 0, 0.0, None, None, None, 1.27746947836
gamification-placeholder, 0.89283438363, 0.514429255754, 0.183315807921, 1.7912723449, None, 51318.4129064, 16847.0, 30225.3625123, 1444.0, 0.343212237094, 70.2085377821, 9.00127469726, 74, 61.9452054795, 0.903371826007, None, None, 2.73875968992
maththink-2012-001, 0.778569106652, 1.13345275414, 0.36262875056, 3.78851321093, None, 54547.8170254, 39197.0, 24004.1919238, 1558.0, 0.368941031182, 71.0528887122, 10.4473602964, 268, 76.6020942408, 1.06822181191, None, None, 3.88650883127
sciwrite-2012-001, 0.850376834589, 0.263227295204, 0.118015493654, 1.03881654854, 0.0104532208439, 90766.7269874, 43369.5, 48483.7050671, 3126.0, 0.332402234637, 56.4991263832, 8.80237430168, 54, 38.962962963, 1.22688094811, 0.975648179503, 1.68730057435, 2.76616658044
organalysis-2012-001, 0.670730259252, 5.15318044137, 1.76157507572, 12.8836001731, 0.0719267319756, 110485.947445, 1687520.0, 43273.2176932, 3172.0, 0.495210022108, 66.4972425597, 6.20609186932, 122, 64.6315789474, 1.2768666259, 0.942314223425, 2.71546203111, 4.68451519537
maththink-002, 0.820271570619, 1.32551159618, 0.432742155525, 5.10395634379, 0.0784908544288, 35480.7212257, 5888.0, 27253.4308772, 1791.0, 0.156368221942, 77.6926141258, 11.7944514502, 415, 80.7315436242, 1.0126256396, 1.02742620178, 3.03644580081, 5.00516795866
